tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,inbound_flag,brand_hint,normalized_text,text_length,word_count
1720449,520704,True,Tue Nov 07 07:13:19 +0000 2017,"@115850 hey, ordered an item. Was marked delivered by your team. Hasn't been received. How does one reach out to you?",1720448,,True,AmazonHelp,"@115850 hey, ordered an item. was marked delivered by your team. hasn't been received. how does one reach out to you?",117,21
1720460,121160,True,Tue Nov 07 07:12:07 +0000 2017,"@115821 @115850 @69038 I received today my order which is definitely a used piece, am disappointed 😔 https://t.co/N0RUwQERQU",1720459,,True,AmazonHelp,"@115821 @115850 @69038 i received today my order which is definitely a used piece, am disappointed 😔 https://t.co/n0ruwqerqu",124,18
1720588,171678,True,Thu Oct 26 18:52:37 +0000 2017,@115873 I shouldn’t be charged for canceling a trip when the driver keeps driving away from me and won’t answer their phone 🤔 https://t.co/L9e3TMibwG,1720586,,True,Uber_Support,@115873 i shouldn’t be charged for canceling a trip when the driver keeps driving away from me and won’t answer their phone 🤔 https://t.co/l9e3tmibwg,149,24
1720804,520798,True,Thu Nov 02 14:48:38 +0000 2017,@116827 every time i turn around...fees fees Fees FEES FEEEEEEES...must be nice to sit back and Rob people,1720803,,True,Ask_WellsFargo,@116827 every time i turn around...fees fees fees fees feeeeeees...must be nice to sit back and rob people,106,18
1720820,520804,True,Fri Nov 03 02:33:19 +0000 2017,"Hoy me contaron 15$ por UTILIZAR EN EXCESO mi cuenta. Son lo peor, cerrare mi cuenta @116827",1720819,,True,Ask_WellsFargo,"hoy me contaron 15$ por utilizar en exceso mi cuenta. son lo peor, cerrare mi cuenta @116827",92,17
1720858,520818,True,Wed Nov 22 08:13:56 +0000 2017,@AirAsiaSupport I'm going to screenshot everything. I had enough bad experience with you people! Even your insurance is unreliable.,1720859,1720857.0,True,AirAsiaSupport,@airasiasupport i'm going to screenshot everything. i had enough bad experience with you people! even your insurance is unreliable.,131,19
1721103,520870,True,Fri Nov 03 01:31:32 +0000 2017,@comcastcares I DM’d 5 days ago. ALL STILL NO REPLY.  Your customer service is terrible. Complete fail.,,1721102.0,True,unknown,@comcastcares i dm’d 5 days ago. all still no reply. your customer service is terrible. complete fail.,103,17
1721453,520959,True,Tue Nov 07 07:54:17 +0000 2017,@SW_Help Thanks MB :),,1721452.0,True,unknown,@sw_help thanks mb :),21,4
1721663,520997,True,Tue Nov 07 08:17:32 +0000 2017,@AmazonHelp En soi le service est bien mais dès que vous passez par tnt c'est la mer..,1721664,1721662.0,True,AmazonHelp,@amazonhelp en soi le service est bien mais dès que vous passez par tnt c'est la mer..,86,17
1722189,521090,True,Mon Nov 06 21:56:45 +0000 2017,"Really struggling with online shop since update, @Tesco. Tons of products no longer available so I have to go to the shop. Kinda pointless!",1722188,,True,Tesco,"really struggling with online shop since update, @tesco. tons of products no longer available so i have to go to the shop. kinda pointless!",139,24
172255,156252,True,Fri Nov 24 22:05:53 +0000 2017,Fiz a festa na @117086 ... muitos ebooks que eram entre 20 e 30 reais achei por 9!,172254,,True,AmazonHelp,fiz a festa na @117086 ... muitos ebooks que eram entre 20 e 30 reais achei por 9!,82,18
1722614,521177,True,Tue Nov 07 01:38:30 +0000 2017,"@British_Airways #badservice! Bought seat, changed last minute w/o being notified, super #rude staff @ desk. 2nd time ths has happnd",1722612,,True,British_Airways,"@british_airways #badservice! bought seat, changed last minute w/o being notified, super #rude staff @ desk. 2nd time ths has happnd",132,20
1723118,521297,True,Tue Nov 07 08:48:39 +0000 2017,"PGN to EXE Central, unnecessary delay of 14 minutes because your driver refused to move @GWRHelp",1723117,,True,GWRHelp,"pgn to exe central, unnecessary delay of 14 minutes because your driver refused to move @gwrhelp",96,16
1723264,521324,True,Tue Nov 07 07:11:00 +0000 2017,LOVE the @marksandspencer Christmas advert! #PaddingtonBear #lovethebear 🎄🎅🏼🐻 https://t.co/O8f7jZsxwZ,1723263,,True,marksandspencer,love the @marksandspencer christmas advert! #paddingtonbear #lovethebear 🎄🎅🏼🐻 https://t.co/o8f7jzsxwz,101,9
172365,156280,True,Fri Nov 24 22:22:52 +0000 2017,"@Tesco joined to my old clubcard so I can’t use my discount, any help would be appreciated so I can complete my order with my discount 😊","172363,172369,172370",172371.0,True,Tesco,"@tesco joined to my old clubcard so i can’t use my discount, any help would be appreciated so i can complete my order with my discount 😊",136,27
1723880,521436,True,Tue Nov 07 09:26:56 +0000 2017,"@AmazonHelp No calling, hmm ok. What about person recognition and context. Will it differentiate between me and mom for example?",1723882,1723879.0,True,AmazonHelp,"@amazonhelp no calling, hmm ok. what about person recognition and context. will it differentiate between me and mom for example?",128,20
1723995,521467,True,Tue Nov 07 09:26:36 +0000 2017,@VirginTrains @120576 Is there a difference between @VirginTrains and @120576 ?  What’s the logic there?,1723994,1723996.0,True,VirginTrains,@virgintrains @120576 is there a difference between @virgintrains and @120576 ? what’s the logic there?,104,15
1724156,516439,True,Tue Nov 07 09:12:37 +0000 2017,@GWRHelp can you confirm why the 0709 Newport to Paddington train is 20 mins late arriving ??,1724154,,True,GWRHelp,@gwrhelp can you confirm why the 0709 newport to paddington train is 20 mins late arriving ??,93,17
1724453,154245,True,Tue Nov 07 05:08:48 +0000 2017,@AmazonHelp Those with AMZL US,1724455,1724452.0,True,AmazonHelp,@amazonhelp those with amzl us,30,5
1724546,521608,True,Tue Nov 07 04:49:06 +0000 2017,@SouthwestAir SOUTHWRST IVLOVE YOU,1724548,1724545.0,True,SouthwestAir,@southwestair southwrst ivlove you,34,4
1724867,521692,True,Tue Nov 07 13:01:13 +0000 2017,@AppleSupport I’m thinking that doesn’t work https://t.co/Li6QFqOqp7,1724869,1724866.0,True,AppleSupport,@applesupport i’m thinking that doesn’t work https://t.co/li6qfqoqp7,68,7
1725138,521768,True,Wed Nov 29 18:48:56 +0000 2017,"@Tesco I rang the number on my receipt. Subsequently, after hearing nothing, I sent a customer complaint on email which stated I would be contacted within 48 hours. I haven't been.  We had to have Health and Safety into the office today.","1725137,1725139",1725140.0,True,Tesco,"@tesco i rang the number on my receipt. subsequently, after hearing nothing, i sent a customer complaint on email which stated i would be contacted within 48 hours. i haven't been. we had to have health and safety into the office today.",237,42
1725161,463386,True,Sun Nov 19 03:59:07 +0000 2017,"@DellCares DAM sent. Paid 8K. Got my laptop fixed. Received no bills, not even in email as told by the #ahmedabad #dell center. This is bad.",1725162,1725160.0,True,unknown,"@dellcares dam sent. paid 8k. got my laptop fixed. received no bills, not even in email as told by the #ahmedabad #dell center. this is bad.",140,26
1725427,467528,True,Tue Nov 07 04:44:23 +0000 2017,I moved my internet to the new place so Comcast shut off my parents internet &amp; cable too because the entire company is fucking incompetent 🙄,"1725426,1725428",,True,comcastcares,i moved my internet to the new place so comcast shut off my parents internet &amp; cable too because the entire company is fucking incompetent 🙄,144,26
1725459,521850,True,Tue Nov 07 04:52:29 +0000 2017,"@SpotifyCares on mobile it has the right order, but on desktop it doesnt for some reason. ill try relogging",,1725458.0,True,unknown,"@spotifycares on mobile it has the right order, but on desktop it doesnt for some reason. ill try relogging",107,19
1726004,522016,True,Tue Nov 07 03:59:50 +0000 2017,"@127671 @115714 That's unacceptable! How they expect to have loyal customers if they cant provide great, or at least a decent network service.",1726002,1726005.0,True,unknown,"@127671 @115714 that's unacceptable! how they expect to have loyal customers if they cant provide great, or at least a decent network service.",142,23
1726368,522113,True,Tue Nov 07 05:23:47 +0000 2017,@AmazonHelp I return one product 2 times every time courier went to my house with comment of address not found. Is this a joke.,1726370,1726367.0,True,AmazonHelp,@amazonhelp i return one product 2 times every time courier went to my house with comment of address not found. is this a joke.,127,24
1726575,522180,True,Tue Oct 17 18:45:21 +0000 2017,@ChaseSupport No DM necessary.  Just don't disable pasting into your input forms.  It actually ENCOURAGES typos.,1726577,1726574.0,True,ChaseSupport,@chasesupport no dm necessary. just don't disable pasting into your input forms. it actually encourages typos.,112,16
1726768,522235,True,Thu Oct 26 22:00:09 +0000 2017,"@Uber_Support signed up to be a bicycle driver and the app has said successful sign up for 3 weeks now, but still waiting to be approved?",1726766,,True,Uber_Support,"@uber_support signed up to be a bicycle driver and the app has said successful sign up for 3 weeks now, but still waiting to be approved?",137,26
1726944,522278,True,Mon Nov 06 20:06:02 +0000 2017,@TacoBellTeam Archer road and Newberry road!,1726943,1726945.0,True,TacoBellTeam,@tacobellteam archer road and newberry road!,44,6
172699,156378,True,Fri Nov 24 23:49:05 +0000 2017,@AdobeCare @115777 @120148 Thanks!,172701,172698.0,True,AdobeCare,@adobecare @115777 @120148 thanks!,34,4
1727113,522325,True,Sat Nov 04 05:53:40 +0000 2017,@118625 forgot my nachos twice in a row IM LIVID,1727112,,True,TacoBellTeam,@118625 forgot my nachos twice in a row im livid,48,10
1728009,522534,True,Tue Nov 07 05:12:02 +0000 2017,@522533 @522532 @116136 doubt we have it here.,1728008,1728010.0,True,unknown,@522533 @522532 @116136 doubt we have it here.,46,8
1728031,522537,True,Mon Nov 06 14:24:01 +0000 2017,"@147613 @Tesco I called today and you couldn’t help, couldn’t tell me what had gone wrong, why no attempt at delivery. Useless.","1728030,1728032,1728033",1728034.0,True,Tesco,"@147613 @tesco i called today and you couldn’t help, couldn’t tell me what had gone wrong, why no attempt at delivery. useless.",127,22
1728858,454605,True,Fri Nov 10 01:03:14 +0000 2017,@sainsburys Thanks for your reply. It's much appreciated as I'm still awaiting reply from the company who are releasing the dvd. Frome is a bit far so I'll prob call Chippenham on the day to double check. Thanks,1728859,1728857.0,True,sainsburys,@sainsburys thanks for your reply. it's much appreciated as i'm still awaiting reply from the company who are releasing the dvd. frome is a bit far so i'll prob call chippenham on the day to double check. thanks,211,38
1729301,522680,True,Tue Nov 07 18:51:01 +0000 2017,"@UPSHelp No One contact me already 10 days please check your office in Amsterdam poor service",1729303,1729300.0,True,UPSHelp,@upshelp no one contact me already 10 days please check your office in amsterdam poor service,94,16
1729779,522781,True,Tue Nov 07 09:37:27 +0000 2017,@British_Airways Thank you can you send me an email add so I can detail how they pulled services they said I was not entitled to,"1729778,1729780",1729781.0,True,British_Airways,@british_airways thank you can you send me an email add so i can detail how they pulled services they said i was not entitled to,128,25
1729854,522803,True,Tue Oct 17 18:59:22 +0000 2017,Beautiful #sunset over #Swadlincote @sainsburys this evening. #nofilter https://t.co/Yt6RhDYU2t,1729852,,True,sainsburys,beautiful #sunset over #swadlincote @sainsburys this evening. #nofilter https://t.co/yt6rhdyu2t,95,9
173029,156485,True,Fri Nov 24 22:43:13 +0000 2017,"@115873 I mistakenly hit the site 2 sign up 2 drive.  Now I keep getting messages 2 complete my profile.  I don’t want 2 drive, please delete my request! TY",173028,,True,Uber_Support,"@115873 i mistakenly hit the site 2 sign up 2 drive. now i keep getting messages 2 complete my profile. i don’t want 2 drive, please delete my request! ty",156,30
1730535,522937,True,Tue Nov 07 09:38:12 +0000 2017,@marksandspencer Got my eclairs as soon as the doors open 😂😂,1730534,1730536.0,True,marksandspencer,@marksandspencer got my eclairs as soon as the doors open 😂😂,60,11
1730996,352996,True,Tue Nov 07 09:45:36 +0000 2017,@Morrisons The pie is one made instore. It could easily be made suitable for vegetarians with a small change.,1730995,1730997.0,True,Morrisons,@morrisons the pie is one made instore. it could easily be made suitable for vegetarians with a small change.,109,19
1731048,220164,True,Tue Nov 07 11:55:06 +0000 2017,@GWRHelp This time scale seems rediculous. Why introduce a ticket that cannot be used in large number of locations?,,1731047.0,True,unknown,@gwrhelp this time scale seems rediculous. why introduce a ticket that cannot be used in large number of locations?,115,19
173204,156529,True,Fri Nov 24 15:56:32 +0000 2017,@AirAsiaSupport is it possible for my flown flights itinerary be e-mailed to me again for my tax purposes?,173202,,True,AirAsiaSupport,@airasiasupport is it possible for my flown flights itinerary be e-mailed to me again for my tax purposes?,106,18
1732046,523252,True,Tue Oct 17 19:18:57 +0000 2017,Watching bake off makes me soooooo hungry,1732045,,True,Tesco,watching bake off makes me soooooo hungry,41,7
1732214,523284,True,Tue Nov 07 12:28:07 +0000 2017,...and then she started to wonder if those 4 free drink tickets would be enough to get her through from BOS to PHX. 🤷🏽‍♀️ https://t.co/Ndt5rtTcYU,1732213,,True,SouthwestAir,...and then she started to wonder if those 4 free drink tickets would be enough to get her through from bos to phx. 🤷🏽‍♀️ https://t.co/ndt5rttcyu,145,25
1732260,523293,True,Tue Oct 17 19:24:14 +0000 2017,@GWRHelp Thanks for your help Lewis. Turns out the 1st train manager wasn't allowed to try &amp; arrange onward transport but the 2nd is #curious,,1732259.0,True,unknown,@gwrhelp thanks for your help lewis. turns out the 1st train manager wasn't allowed to try &amp; arrange onward transport but the 2nd is #curious,145,25
1732309,115765,True,Sat Nov 04 13:12:33 +0000 2017,@523301 @523302 @115766 @129905 We're aware of that particular issue and are working to resolve it.  Please reach out to @ATVIAssist for help.,"1732310,1732311,1732312,1732313,1732314,1732315,1732308",1732316.0,True,unknown,@523301 @523302 @115766 @129905 we're aware of that particular issue and are working to resolve it. please reach out to @atviassist for help.,142,23
173248,156540,True,Fri Nov 24 23:32:53 +0000 2017,@sainsburys This one I believe https://t.co/9PFcoyP5JX,173251,173247.0,True,unknown,@sainsburys this one i believe https://t.co/9pfcoyp5jx,54,6
173250,156540,True,Fri Nov 24 13:53:43 +0000 2017,@sainsburys is this not supposed to be £3 part of the meal deal? https://t.co/tdhXvXCg2n,173247,,True,sainsburys,@sainsburys is this not supposed to be £3 part of the meal deal? https://t.co/tdhxvxcg2n,88,14
1732732,523387,True,Tue Nov 07 12:55:00 +0000 2017,@Delta Literally had to ask somebody where they got their coffee because I couldn’t find any.,,1732731.0,True,unknown,@delta literally had to ask somebody where they got their coffee because i couldn’t find any.,93,16
1732752,523393,True,Tue Nov 07 12:41:05 +0000 2017,"@VirginTrains, if a passenger happens not to hear aannouncement about the food brought round, good response isn't gruff ""Well, I heard it!""",1732750,,True,VirginTrains,"@virgintrains, if a passenger happens not to hear aannouncement about the food brought round, good response isn't gruff ""well, i heard it!""",139,22
1732807,523410,True,Sun Nov 05 18:06:33 +0000 2017,@ATVIAssist  1. The headquarters are always empty and 2. I never got my pre-order rewards AND I can’t open any loot boxes I’m receiving,1732806,,True,ATVIAssist,@atviassist 1. the headquarters are always empty and 2. i never got my pre-order rewards and i can’t open any loot boxes i’m receiving,135,24
1732957,523453,True,Tue Nov 07 12:24:20 +0000 2017,@O2 Yes I have &amp; have been told I need to make a claim via Royal Mail but the max Compensation is £95 lower than I was offered for the phone 😤,"1732958,1732956",1732959.0,True,O2,@o2 yes i have &amp; have been told i need to make a claim via royal mail but the max compensation is £95 lower than i was offered for the phone 😤,146,32
1733131,523485,True,Tue Nov 07 13:07:42 +0000 2017,"@AmazonHelp Nein, wenn ich auf Lieferung Verfolgen klicke kommt immer nur die Bestellübersicht",1733133,1733130.0,True,AmazonHelp,"@amazonhelp nein, wenn ich auf lieferung verfolgen klicke kommt immer nur die bestellübersicht",94,13
173323,156566,True,Fri Nov 24 23:08:10 +0000 2017,@hulu_support Oh really the list goes on and on https://t.co/s9606LUk5N,173324,173322.0,True,unknown,@hulu_support oh really the list goes on and on https://t.co/s9606luk5n,71,10
1733806,523601,True,Tue Nov 07 03:46:20 +0000 2017,"Okay.. is anyone else’s capital letter “i” showing up as the letter “A” and then a question mark with a box around it on their phone when they type it out?

cuz if not, my phone is glitching HARDCORE

H E L P https://t.co/P3yBLnL84n",1733805,,True,unknown,"okay.. is anyone else’s capital letter “i” showing up as the letter “a” and then a question mark with a box around it on their phone when they type it out? cuz if not, my phone is glitching hardcore h e l p https://t.co/p3yblnl84n",232,44
1734376,523740,True,Tue Nov 07 04:00:34 +0000 2017,@AppleSupport @115858 battery draining very fast even in ios11.1. Please help. iPhone 7Plus. :(,1734374,,True,AppleSupport,@applesupport @115858 battery draining very fast even in ios11.1. please help. iphone 7plus. :(,95,14
173522,156623,True,Fri Nov 24 22:46:20 +0000 2017,@116935 is there a way to block a specific station when using Amazon Music with Alexa?,173520,,True,AmazonHelp,@116935 is there a way to block a specific station when using amazon music with alexa?,86,16
1735453,524014,True,Tue Oct 17 20:52:50 +0000 2017,@AmazonHelp This was a lightening deal...I will have to pay more for a reorder https://t.co/RvqEcIyVDd,,1735452.0,True,unknown,@amazonhelp this was a lightening deal...i will have to pay more for a reorder https://t.co/rvqeciyvdd,102,15
173555,156635,True,Fri Nov 24 22:58:06 +0000 2017,"@AmazonHelp Ah, okay, thanks. Wasn't awake yet.  Much appreciated.",173557,173554.0,True,AmazonHelp,"@amazonhelp ah, okay, thanks. wasn't awake yet. much appreciated.",66,9
1735581,524030,True,Tue Oct 17 20:04:56 +0000 2017,@AmazonHelp Can you track where my parcel is actually held?,1735582,1735580.0,True,unknown,@amazonhelp can you track where my parcel is actually held?,59,10
1735798,524077,True,Tue Oct 17 19:27:08 +0000 2017,Anyways Angel still won't play/download on my iTunes ever since I purchased the album @AppleSupport fix my iTunes plz n thnx bb,1735796,,True,AppleSupport,anyways angel still won't play/download on my itunes ever since i purchased the album @applesupport fix my itunes plz n thnx bb,127,22
1736012,524137,True,Tue Nov 07 04:57:14 +0000 2017,Love/Hate relationship w/ @115858 @115948 - can't access my iTunes account to sync/update &amp; my new iTunes purchases aren't on my phone.,1736010,,True,AppleSupport,love/hate relationship w/ @115858 @115948 - can't access my itunes account to sync/update &amp; my new itunes purchases aren't on my phone.,139,22
1736061,524154,True,Tue Nov 07 04:46:04 +0000 2017,iOS 11 bug that screws up “i” with I️ can gtfo,1736060,,True,unknown,ios 11 bug that screws up “i” with i️ can gtfo,46,11
1736232,524192,True,Tue Nov 07 22:44:23 +0000 2017,"@AmazonHelp No se trata del estado del pedido, sino de que lo entregueis cuando haya alguien en casa",1736234,1736231.0,True,unknown,"@amazonhelp no se trata del estado del pedido, sino de que lo entregueis cuando haya alguien en casa",100,18
1736587,524265,True,Tue Nov 07 15:24:10 +0000 2017,@sainsburys Sainsbury's in Godalming. It was real gross :( https://t.co/uxurcgdrOe,1736589,1736586.0,True,sainsburys,@sainsburys sainsbury's in godalming. it was real gross :( https://t.co/uxurcgdroe,82,10
1736696,524297,True,Tue Nov 07 03:56:32 +0000 2017,@524298 @116035 reject my apply for Travel Reward ☹️☹️☹️,1736695,1736697.0,True,unknown,@524298 @116035 reject my apply for travel reward ☹️☹️☹️,56,9
1736937,524358,True,Tue Nov 07 09:53:25 +0000 2017,@Safaricom_Care @524357 but why did you share call DCJ Mwilu &amp; Justice Lenaona ??????????#Resistsafaricom,1736939,1736936.0,True,unknown,@safaricom_care @524357 but why did you share call dcj mwilu &amp; justice lenaona ??????????#resistsafaricom,109,14
1737709,524430,True,Tue Nov 07 10:00:29 +0000 2017,Sleepy and jdnsjs spotify still isn't responding with my inquiry huhu i need my premium already mygahd,1737708,,True,unknown,sleepy and jdnsjs spotify still isn't responding with my inquiry huhu i need my premium already mygahd,102,17
1737747,524552,True,Tue Nov 07 06:25:44 +0000 2017,"@British_Airways are there USB ports to charge your phone on your long haul flights? Travelling with u today, Heathrow to Bangkok, thanks x",1737745,,True,British_Airways,"@british_airways are there usb ports to charge your phone on your long haul flights? travelling with u today, heathrow to bangkok, thanks x",139,23
1738577,506806,True,Thu Nov 09 11:02:37 +0000 2017,@idea_cares Abey Pagal Gadhey log.. number kab chalu karoge tumlog. Ghatiya Company. Number Monday 1 pm se band Hai.,,1738572.0,True,unknown,@idea_cares abey pagal gadhey log.. number kab chalu karoge tumlog. ghatiya company. number monday 1 pm se band hai.,116,19
1738629,522643,True,Tue Nov 07 10:18:53 +0000 2017,Cancelled Amazon order of Xbox one x and got it from @116245 fantastic job guys and shame on you @115830,1738628,,True,ArgosHelpers,cancelled amazon order of xbox one x and got it from @116245 fantastic job guys and shame on you @115830,104,20
1738878,524837,True,Tue Nov 07 06:37:39 +0000 2017,@524836 @AppleSupport,1738877,1738879.0,True,unknown,@524836 @applesupport,21,2
1739042,523371,True,Tue Nov 07 19:47:51 +0000 2017,"@AmazonHelp Merci. 
Mais être patience sur un article a 500€ commande depuis 2-3 mois payer pour être livre le jour même. 
Je pense que ça va être dur !",1739043,1739041.0,True,AmazonHelp,@amazonhelp merci. mais être patience sur un article a 500€ commande depuis 2-3 mois payer pour être livre le jour même. je pense que ça va être dur !,152,29
1739132,524879,True,Tue Nov 07 16:30:52 +0000 2017,"@Uber_Support Left wallet in uber yesterday, still have yet to hear back from the driver. Need it ASAP, has my house key on it too.",1739131,,True,Uber_Support,"@uber_support left wallet in uber yesterday, still have yet to hear back from the driver. need it asap, has my house key on it too.",131,25
1739137,524881,True,Tue Nov 07 16:32:01 +0000 2017,@Uber_Support .it will take 30 days before the info is completely gone‼️,1739135,1739138.0,True,Uber_Support,@uber_support .it will take 30 days before the info is completely gone‼️,72,12
1739382,177690,True,Tue Nov 07 16:21:17 +0000 2017,I need some help sending my old phone back to get my credit on my new iPhone X @TMobileHelp I click print shipping label and it does nothing,1739381,,True,TMobileHelp,i need some help sending my old phone back to get my credit on my new iphone x @tmobilehelp i click print shipping label and it does nothing,140,28
1739661,351759,True,Tue Nov 07 16:28:30 +0000 2017,@AskAmex hello where do u go to add auth user online...is it 1.add someone to ur acc or 2.add and manage auth users with acc manager,1739659,,True,AskAmex,@askamex hello where do u go to add auth user online...is it 1.add someone to ur acc or 2.add and manage auth users with acc manager,132,26
1739938,525043,True,Tue Nov 07 16:47:05 +0000 2017,@Uber_Support I accidentally signed up to be a driver and need help deleting my driver's account,1739937,1739939.0,True,Uber_Support,@uber_support i accidentally signed up to be a driver and need help deleting my driver's account,96,16
1740155,524935,True,Tue Nov 07 17:15:28 +0000 2017,@British_Airways Have you received my DM?,,1740153.0,True,unknown,@british_airways have you received my dm?,41,6
1740415,423397,True,Tue Oct 17 20:40:34 +0000 2017,"@VerizonSupport Thanks! Internet's back up. It's still acting like it needs a cup of coffee, but I see life!",1740416,1740414.0,True,VerizonSupport,"@verizonsupport thanks! internet's back up. it's still acting like it needs a cup of coffee, but i see life!",108,19
1740586,192271,True,Mon Nov 06 10:29:04 +0000 2017,@116331 gt 2 #reliance numb. Want to port to idea. For prepaid service. Can you help?,1740585,,True,idea_cares,@116331 gt 2 #reliance numb. want to port to idea. for prepaid service. can you help?,85,16
1740704,525192,True,Tue Nov 07 15:24:25 +0000 2017,@Ask_WellsFargo SMD,1740703,1740705.0,True,Ask_WellsFargo,@ask_wellsfargo smd,19,2
1740926,525255,True,Sat Oct 28 23:29:08 +0000 2017,@525254 @115877 It's because u didn't use my uber eats code,1740925,1740927.0,True,unknown,@525254 @115877 it's because u didn't use my uber eats code,59,11
1741102,525292,True,Tue Nov 07 17:34:23 +0000 2017,@Tesco @tesco Have just received an email delivery is tomorrow.   Not good as ordered a couple of months ago.  4N3YFNQGG,"1756612,1756613",1741101.0,True,Tesco,@tesco @tesco have just received an email delivery is tomorrow. not good as ordered a couple of months ago. 4n3yfnqgg,120,20
1741437,525370,True,Tue Nov 07 17:42:31 +0000 2017,@ChipotleTweets https://t.co/AWgRd8s4bq,,1741436.0,True,unknown,@chipotletweets https://t.co/awgrd8s4bq,39,2
1742331,525569,True,Fri Oct 27 07:33:37 +0000 2017,@SW_Help why don’t the rush hour trains on the Waterloo-Richmond-Kingston loop have 10 carriages?Wasn’t that the point of upgrading...,1742329,,True,SW_Help,@sw_help why don’t the rush hour trains on the waterloo-richmond-kingston loop have 10 carriages?wasn’t that the point of upgrading...,134,19
1742361,134877,True,Tue Nov 07 14:06:42 +0000 2017,@O2 Yes but I've had a look at android store reviews and looks like not just me having the issue which is some comfort.,1742363,1742360.0,True,O2,@o2 yes but i've had a look at android store reviews and looks like not just me having the issue which is some comfort.,119,24
1742529,525636,True,Tue Nov 07 05:41:30 +0000 2017,I wish they fix this issue with this bug they got going on w. iOS 11.1. I’m tired of seeing ? marks everytime I type the letter “I️”.😒@115858,1742528,,True,AppleSupport,i wish they fix this issue with this bug they got going on w. ios 11.1. i’m tired of seeing ? marks everytime i type the letter “i️”.😒@115858,141,28
1742795,525697,True,Wed Nov 08 13:14:10 +0000 2017,"@Tesco online, hence the pre-order tweet","1742796,1742797,1742798",1742793.0,True,Tesco,"@tesco online, hence the pre-order tweet",40,6
1742890,528942,True,Tue Nov 07 13:36:11 +0000 2017,@525720 @comcastcares To be fair - sometimes actually HAVING @116136 in your home makes working from home impossible as you end up on the phone with CustSvc!,1756680,1742886.0,True,comcastcares,@525720 @comcastcares to be fair - sometimes actually having @116136 in your home makes working from home impossible as you end up on the phone with custsvc!,157,27
1743106,507628,True,Mon Nov 06 06:52:32 +0000 2017,So I can't do anything with my data and I have 4gb. I keep calling to complain but you say it's my line. Oya fix it now @118424,1743105,,True,airtel_care,so i can't do anything with my data and i have 4gb. i keep calling to complain but you say it's my line. oya fix it now @118424,127,28
1743445,525856,True,Tue Oct 17 20:12:34 +0000 2017,@TMobileHelp If only 🙃,1743444,1743446.0,True,TMobileHelp,@tmobilehelp if only 🙃,22,4
1743572,525893,True,Tue Nov 07 05:43:55 +0000 2017,@AppleSupport are you going to fix this glitch soon or am I going to lose my mind..... UGH,1743571,,True,AppleSupport,@applesupport are you going to fix this glitch soon or am i going to lose my mind..... ugh,90,18
1743722,525937,True,Wed Nov 08 18:18:18 +0000 2017,#gutted my sparkly new #PoppyAppeal broach from @marksandspencer 😢 the clasp broke &amp; it ended up on the floor in pieces https://t.co/3JdNmfNq8n,1743721,,True,marksandspencer,#gutted my sparkly new #poppyappeal broach from @marksandspencer 😢 the clasp broke &amp; it ended up on the floor in pieces https://t.co/3jdnmfnq8n,147,22
1743839,525966,True,Mon Nov 20 14:48:54 +0000 2017,@115817 a package says it was delivered to my secure residential address Saturday. I did not receive the package. What should I do?,1743838,,True,UPSHelp,@115817 a package says it was delivered to my secure residential address saturday. i did not receive the package. what should i do?,131,23
1744451,526042,True,Wed Nov 01 23:17:06 +0000 2017,"@121984 Ja falei com Ernesto, Arnaldo e Karla hoje, ainda estou com o erro SU-41350-3",1744450,1744452.0,True,AskPlayStation,"@121984 ja falei com ernesto, arnaldo e karla hoje, ainda estou com o erro su-41350-3",85,15
1744709,526120,True,Wed Nov 29 09:59:08 +0000 2017,@Delta Coming back from deployment has nothing to do with orders...,,1744708.0,True,unknown,@delta coming back from deployment has nothing to do with orders...,67,11
1744746,526131,True,Tue Nov 07 06:46:11 +0000 2017,"@AskAmex For the plan it service, does a 7k purchase qualify for example? And if it does, what’s an example monthly charge for that range..","1744744,1744748,1744749",,True,AskAmex,"@askamex for the plan it service, does a 7k purchase qualify for example? and if it does, what’s an example monthly charge for that range..",139,25
174512,156912,True,Fri Nov 24 23:27:40 +0000 2017,"@AmazonHelp On amazon album page, I'm prompted to buy music I have already bought and is in my order history. No download button anywhere. Just want to access my music without having to use broken amazon music app. 2/2",174510,174514.0,True,AmazonHelp,"@amazonhelp on amazon album page, i'm prompted to buy music i have already bought and is in my order history. no download button anywhere. just want to access my music without having to use broken amazon music app. 2/2",218,39
1745643,526344,True,Tue Nov 07 09:01:46 +0000 2017,nothing like picking up a drink at @tesco before work and opening it and it’s off ugh,"1745642,1745644,1745645,1745646",,True,Tesco,nothing like picking up a drink at @tesco before work and opening it and it’s off ugh,85,17
1745862,526381,True,Tue Nov 07 04:11:16 +0000 2017,The @116062 cashier asked if I was a teenager or a mom... is there an option for in between?,1745860,,True,AskTarget,the @116062 cashier asked if i was a teenager or a mom... is there an option for in between?,92,19
1745975,526412,True,Tue Nov 07 13:26:52 +0000 2017,So I️ installed the new iOS update and still CANNOT type the ‘first person subject pronoun’ without getting weird symbols @AppleSupport,1745974,,True,AppleSupport,so i️ installed the new ios update and still cannot type the ‘first person subject pronoun’ without getting weird symbols @applesupport,135,21
